"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"gamma-delta T","CCL2hi Macrophage","NECTIN2","TIGIT",0.000944842935468352,0,"NECTIN2_TIGIT","NECTIN2 - TIGIT","NECTIN","Cell-Cell Contact","KEGG: hsa04514"
"14","CD8+ T","NECTIN2","TIGIT",0.0057941156613951,0,"NECTIN2_TIGIT","NECTIN2 - TIGIT","NECTIN","Cell-Cell Contact","KEGG: hsa04514"
"16","CD8+ T","NECTIN2","TIGIT",0.00245072128950495,0,"NECTIN2_TIGIT","NECTIN2 - TIGIT","NECTIN","Cell-Cell Contact","KEGG: hsa04514"
"19","CD8+ T","NECTIN2","TIGIT",0.00820060286138717,0,"NECTIN2_TIGIT","NECTIN2 - TIGIT","NECTIN","Cell-Cell Contact","KEGG: hsa04514"
"21","CD8+ T","NECTIN2","TIGIT",0.00831143270573657,0,"NECTIN2_TIGIT","NECTIN2 - TIGIT","NECTIN","Cell-Cell Contact","KEGG: hsa04514"
"22","CD8+ T","NECTIN2","TIGIT",0.00207233879060478,0,"NECTIN2_TIGIT","NECTIN2 - TIGIT","NECTIN","Cell-Cell Contact","KEGG: hsa04514"
"gamma-delta T","CD8+ T","NECTIN2","TIGIT",0.00209419651943435,0,"NECTIN2_TIGIT","NECTIN2 - TIGIT","NECTIN","Cell-Cell Contact","KEGG: hsa04514"
"14","DUSP4hi CD4+ T","NECTIN2","TIGIT",0.00233435575379801,0,"NECTIN2_TIGIT","NECTIN2 - TIGIT","NECTIN","Cell-Cell Contact","KEGG: hsa04514"
"16","DUSP4hi CD4+ T","NECTIN2","TIGIT",0.000985377415990149,0,"NECTIN2_TIGIT","NECTIN2 - TIGIT","NECTIN","Cell-Cell Contact","KEGG: hsa04514"
"19","DUSP4hi CD4+ T","NECTIN2","TIGIT",0.00330867274849032,0,"NECTIN2_TIGIT","NECTIN2 - TIGIT","NECTIN","Cell-Cell Contact","KEGG: hsa04514"
"21","DUSP4hi CD4+ T","NECTIN2","TIGIT",0.00335361248769591,0,"NECTIN2_TIGIT","NECTIN2 - TIGIT","NECTIN","Cell-Cell Contact","KEGG: hsa04514"
"22","DUSP4hi CD4+ T","NECTIN2","TIGIT",0.000833049773288564,0,"NECTIN2_TIGIT","NECTIN2 - TIGIT","NECTIN","Cell-Cell Contact","KEGG: hsa04514"
"gamma-delta T","DUSP4hi CD4+ T","NECTIN2","TIGIT",0.00084184728626289,0,"NECTIN2_TIGIT","NECTIN2 - TIGIT","NECTIN","Cell-Cell Contact","KEGG: hsa04514"
"14","NK","NECTIN2","TIGIT",0.00343703594719565,0,"NECTIN2_TIGIT","NECTIN2 - TIGIT","NECTIN","Cell-Cell Contact","KEGG: hsa04514"
"16","NK","NECTIN2","TIGIT",0.00145176764078283,0,"NECTIN2_TIGIT","NECTIN2 - TIGIT","NECTIN","Cell-Cell Contact","KEGG: hsa04514"
"19","NK","NECTIN2","TIGIT",0.00486934499389843,0,"NECTIN2_TIGIT","NECTIN2 - TIGIT","NECTIN","Cell-Cell Contact","KEGG: hsa04514"
"21","NK","NECTIN2","TIGIT",0.00493537745253148,0,"NECTIN2_TIGIT","NECTIN2 - TIGIT","NECTIN","Cell-Cell Contact","KEGG: hsa04514"
"22","NK","NECTIN2","TIGIT",0.00122743019284652,0,"NECTIN2_TIGIT","NECTIN2 - TIGIT","NECTIN","Cell-Cell Contact","KEGG: hsa04514"
"gamma-delta T","NK","NECTIN2","TIGIT",0.00124038743285488,0,"NECTIN2_TIGIT","NECTIN2 - TIGIT","NECTIN","Cell-Cell Contact","KEGG: hsa04514"
"14","TPT1hi CD4+ T","NECTIN2","TIGIT",0.00248218227536826,0,"NECTIN2_TIGIT","NECTIN2 - TIGIT","NECTIN","Cell-Cell Contact","KEGG: hsa04514"
"16","TPT1hi CD4+ T","NECTIN2","TIGIT",0.0010478676190439,0,"NECTIN2_TIGIT","NECTIN2 - TIGIT","NECTIN","Cell-Cell Contact","KEGG: hsa04514"
"19","TPT1hi CD4+ T","NECTIN2","TIGIT",0.00351798176341726,0,"NECTIN2_TIGIT","NECTIN2 - TIGIT","NECTIN","Cell-Cell Contact","KEGG: hsa04514"
"21","TPT1hi CD4+ T","NECTIN2","TIGIT",0.00356575425200184,0,"NECTIN2_TIGIT","NECTIN2 - TIGIT","NECTIN","Cell-Cell Contact","KEGG: hsa04514"
"22","TPT1hi CD4+ T","NECTIN2","TIGIT",0.000885888299641165,0,"NECTIN2_TIGIT","NECTIN2 - TIGIT","NECTIN","Cell-Cell Contact","KEGG: hsa04514"
"gamma-delta T","TPT1hi CD4+ T","NECTIN2","TIGIT",0.000895243319666488,0,"NECTIN2_TIGIT","NECTIN2 - TIGIT","NECTIN","Cell-Cell Contact","KEGG: hsa04514"
"14","Treg","NECTIN2","TIGIT",0.000351472447046748,0,"NECTIN2_TIGIT","NECTIN2 - TIGIT","NECTIN","Cell-Cell Contact","KEGG: hsa04514"
"16","Treg","NECTIN2","TIGIT",0.000148193216271472,0.02,"NECTIN2_TIGIT","NECTIN2 - TIGIT","NECTIN","Cell-Cell Contact","KEGG: hsa04514"
"19","Treg","NECTIN2","TIGIT",0.000498584160713337,0.01,"NECTIN2_TIGIT","NECTIN2 - TIGIT","NECTIN","Cell-Cell Contact","KEGG: hsa04514"
"21","Treg","NECTIN2","TIGIT",0.000505375486689795,0.02,"NECTIN2_TIGIT","NECTIN2 - TIGIT","NECTIN","Cell-Cell Contact","KEGG: hsa04514"
"gamma-delta T","Treg","NECTIN2","TIGIT",0.000126591931679929,0,"NECTIN2_TIGIT","NECTIN2 - TIGIT","NECTIN","Cell-Cell Contact","KEGG: hsa04514"
