"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"DUSP4hi CD4+ T","gamma-delta T","ANXA1","FPR1",0.0916099400263663,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"gamma-delta T","gamma-delta T","ANXA1","FPR1",0.0708323215859811,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"IL10hi Macrophage","gamma-delta T","ANXA1","FPR1",0.106848616845922,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"NK","gamma-delta T","ANXA1","FPR1",0.0856009615021595,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Treg","gamma-delta T","ANXA1","FPR1",0.0533779045119116,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"16","16","GAS6","AXL",0.0135321931273256,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"gamma-delta T","16","GAS6","AXL",0.00497447659013933,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"16","gamma-delta T","GAS6","AXL",0.00483959132080803,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"gamma-delta T","gamma-delta T","GAS6","AXL",0.00176918997331231,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"16","16","GRN","SORT1",0.00602224853027631,0,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"gamma-delta T","16","GRN","SORT1",0.0426060886343973,0,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"IL10hi Macrophage","16","GRN","SORT1",0.00171213903411684,0.01,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"gamma-delta T","gamma-delta T","GRN","SORT1",0.00416826869173727,0,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"gamma-delta T","16","LGALS9","PTPRC",0.0509616505309632,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"gamma-delta T","DUSP4hi CD4+ T","LGALS9","PTPRC",0.123539229503201,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"gamma-delta T","gamma-delta T","LGALS9","PTPRC",0.079245126841893,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"gamma-delta T","IL10hi Macrophage","LGALS9","PTPRC",0.126013358619294,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"gamma-delta T","NK","LGALS9","PTPRC",0.107669262935732,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"gamma-delta T","Treg","LGALS9","PTPRC",0.121313128694154,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"16","16","PROS1","AXL",0.00398750575606652,0,"PROS1_AXL","PROS1 - AXL","PROS","Secreted Signaling","PMID: 29531161"
"16","gamma-delta T","PROS1","AXL",0.0014172645319863,0,"PROS1_AXL","PROS1 - AXL","PROS","Secreted Signaling","PMID: 29531161"
"gamma-delta T","gamma-delta T","LGALS9","HAVCR2",0.00558090755842006,0,"LGALS9_HAVCR2","LGALS9 - HAVCR2","GALECTIN","Secreted Signaling","PMID: 27192565"
"gamma-delta T","16","LGALS9","CD44",0.0388333029719945,0.02,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"gamma-delta T","DUSP4hi CD4+ T","LGALS9","CD44",0.099509500230919,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"gamma-delta T","gamma-delta T","LGALS9","CD44",0.0989714910597738,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"gamma-delta T","IL10hi Macrophage","LGALS9","CD44",0.102202873734378,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"gamma-delta T","NK","LGALS9","CD44",0.103697971296707,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"gamma-delta T","Treg","LGALS9","CD44",0.0662884198259356,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"16","16","COL1A1","ITGA1_ITGB1",0.152870134522352,0,"COL1A1_ITGA1_ITGB1","COL1A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"gamma-delta T","16","COL1A1","ITGA1_ITGB1",0.0905679124893867,0,"COL1A1_ITGA1_ITGB1","COL1A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"IL10hi Macrophage","16","COL1A1","ITGA1_ITGB1",0.0844934233668161,0,"COL1A1_ITGA1_ITGB1","COL1A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","IL10hi Macrophage","COL1A1","ITGA1_ITGB1",0.05208643461121,0,"COL1A1_ITGA1_ITGB1","COL1A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"gamma-delta T","IL10hi Macrophage","COL1A1","ITGA1_ITGB1",0.0294315734635904,0.01,"COL1A1_ITGA1_ITGB1","COL1A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"IL10hi Macrophage","IL10hi Macrophage","COL1A1","ITGA1_ITGB1",0.0273343195868244,0,"COL1A1_ITGA1_ITGB1","COL1A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","16","COL1A2","ITGA1_ITGB1",0.140406421666219,0,"COL1A2_ITGA1_ITGB1","COL1A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"gamma-delta T","16","COL1A2","ITGA1_ITGB1",0.0529499827255019,0,"COL1A2_ITGA1_ITGB1","COL1A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"IL10hi Macrophage","16","COL1A2","ITGA1_ITGB1",0.05685411118688,0,"COL1A2_ITGA1_ITGB1","COL1A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","IL10hi Macrophage","COL1A2","ITGA1_ITGB1",0.0473801751071773,0,"COL1A2_ITGA1_ITGB1","COL1A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"IL10hi Macrophage","IL10hi Macrophage","COL1A2","ITGA1_ITGB1",0.0180246492427384,0,"COL1A2_ITGA1_ITGB1","COL1A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","16","COL4A1","ITGA1_ITGB1",0.0815911586840095,0,"COL4A1_ITGA1_ITGB1","COL4A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"gamma-delta T","16","COL4A1","ITGA1_ITGB1",0.00550176679683693,0.02,"COL4A1_ITGA1_ITGB1","COL4A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","IL10hi Macrophage","COL4A1","ITGA1_ITGB1",0.0263389276249952,0,"COL4A1_ITGA1_ITGB1","COL4A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","NK","COL4A1","ITGA1_ITGB1",0.00995539690022505,0,"COL4A1_ITGA1_ITGB1","COL4A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","16","COL4A2","ITGA1_ITGB1",0.0685511342373685,0,"COL4A2_ITGA1_ITGB1","COL4A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"gamma-delta T","16","COL4A2","ITGA1_ITGB1",0.0191479590874041,0,"COL4A2_ITGA1_ITGB1","COL4A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"IL10hi Macrophage","16","COL4A2","ITGA1_ITGB1",0.0117610385267684,0,"COL4A2_ITGA1_ITGB1","COL4A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","IL10hi Macrophage","COL4A2","ITGA1_ITGB1",0.0219186519777242,0,"COL4A2_ITGA1_ITGB1","COL4A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","NK","COL4A2","ITGA1_ITGB1",0.00826132391822852,0.02,"COL4A2_ITGA1_ITGB1","COL4A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","16","COL6A1","ITGA1_ITGB1",0.107799581110539,0,"COL6A1_ITGA1_ITGB1","COL6A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"gamma-delta T","16","COL6A1","ITGA1_ITGB1",0.0203681137096081,0,"COL6A1_ITGA1_ITGB1","COL6A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"IL10hi Macrophage","16","COL6A1","ITGA1_ITGB1",0.0199744107030805,0,"COL6A1_ITGA1_ITGB1","COL6A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","IL10hi Macrophage","COL6A1","ITGA1_ITGB1",0.0354851626806623,0,"COL6A1_ITGA1_ITGB1","COL6A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"IL10hi Macrophage","IL10hi Macrophage","COL6A1","ITGA1_ITGB1",0.00616783638749903,0.02,"COL6A1_ITGA1_ITGB1","COL6A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","NK","COL6A1","ITGA1_ITGB1",0.0134912553853391,0.02,"COL6A1_ITGA1_ITGB1","COL6A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","16","COL6A2","ITGA1_ITGB1",0.0775948542382378,0,"COL6A2_ITGA1_ITGB1","COL6A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"gamma-delta T","16","COL6A2","ITGA1_ITGB1",0.0249614859144945,0,"COL6A2_ITGA1_ITGB1","COL6A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"IL10hi Macrophage","16","COL6A2","ITGA1_ITGB1",0.0160760627587664,0,"COL6A2_ITGA1_ITGB1","COL6A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","IL10hi Macrophage","COL6A2","ITGA1_ITGB1",0.0249752633238671,0,"COL6A2_ITGA1_ITGB1","COL6A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"gamma-delta T","IL10hi Macrophage","COL6A2","ITGA1_ITGB1",0.00773498685035245,0.04,"COL6A2_ITGA1_ITGB1","COL6A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"IL10hi Macrophage","IL10hi Macrophage","COL6A2","ITGA1_ITGB1",0.00495046625391128,0.03,"COL6A2_ITGA1_ITGB1","COL6A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","NK","COL6A2","ITGA1_ITGB1",0.00943175217840788,0.03,"COL6A2_ITGA1_ITGB1","COL6A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","16","COL6A3","ITGA1_ITGB1",0.069970072400129,0,"COL6A3_ITGA1_ITGB1","COL6A3 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","IL10hi Macrophage","COL6A3","ITGA1_ITGB1",0.0223955537205131,0,"COL6A3_ITGA1_ITGB1","COL6A3 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","NK","COL6A3","ITGA1_ITGB1",0.00844363747201625,0,"COL6A3_ITGA1_ITGB1","COL6A3 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","16","FN1","ITGA3_ITGB1",0.054805690040668,0,"FN1_ITGA3_ITGB1","FN1 - (ITGA3+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"gamma-delta T","16","FN1","ITGA3_ITGB1",0.00561915216017472,0,"FN1_ITGA3_ITGB1","FN1 - (ITGA3+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"IL10hi Macrophage","16","FN1","ITGA3_ITGB1",0.00350881515302355,0,"FN1_ITGA3_ITGB1","FN1 - (ITGA3+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"NK","16","FN1","ITGA3_ITGB1",0.00317075473347341,0.02,"FN1_ITGA3_ITGB1","FN1 - (ITGA3+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"16","IL10hi Macrophage","FN1","ITGA4_ITGB1",0.0307729243113011,0,"FN1_ITGA4_ITGB1","FN1 - (ITGA4+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"16","NK","FN1","ITGA4_ITGB1",0.0384696814575014,0,"FN1_ITGA4_ITGB1","FN1 - (ITGA4+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"16","16","FN1","ITGA5_ITGB1",0.0742129773247937,0,"FN1_ITGA5_ITGB1","FN1 - (ITGA5+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"IL10hi Macrophage","16","FN1","ITGA5_ITGB1",0.00484442485787513,0.03,"FN1_ITGA5_ITGB1","FN1 - (ITGA5+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"16","DUSP4hi CD4+ T","FN1","ITGA5_ITGB1",0.0193165716440482,0,"FN1_ITGA5_ITGB1","FN1 - (ITGA5+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"16","gamma-delta T","FN1","ITGA5_ITGB1",0.0302574121206622,0,"FN1_ITGA5_ITGB1","FN1 - (ITGA5+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"16","IL10hi Macrophage","FN1","ITGA5_ITGB1",0.0215348755644567,0,"FN1_ITGA5_ITGB1","FN1 - (ITGA5+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"16","NK","FN1","ITGA5_ITGB1",0.0356110888297957,0,"FN1_ITGA5_ITGB1","FN1 - (ITGA5+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"16","16","FN1","ITGA8_ITGB1",0.0417810995718599,0,"FN1_ITGA8_ITGB1","FN1 - (ITGA8+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"gamma-delta T","16","FN1","ITGA8_ITGB1",0.00423142879400583,0,"FN1_ITGA8_ITGB1","FN1 - (ITGA8+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"IL10hi Macrophage","16","FN1","ITGA8_ITGB1",0.00264088306371978,0,"FN1_ITGA8_ITGB1","FN1 - (ITGA8+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"NK","16","FN1","ITGA8_ITGB1",0.00238624421295646,0,"FN1_ITGA8_ITGB1","FN1 - (ITGA8+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"16","16","LAMA2","ITGA1_ITGB1",0.0234552718154119,0,"LAMA2_ITGA1_ITGB1","LAMA2 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"16","IL10hi Macrophage","LAMA2","ITGA1_ITGB1",0.00726050564566408,0,"LAMA2_ITGA1_ITGB1","LAMA2 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"16","NK","LAMA2","ITGA1_ITGB1",0.00271122795395702,0,"LAMA2_ITGA1_ITGB1","LAMA2 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"16","16","LAMA4","ITGA1_ITGB1",0.0242163081674438,0,"LAMA4_ITGA1_ITGB1","LAMA4 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"16","IL10hi Macrophage","LAMA4","ITGA1_ITGB1",0.00750011772483251,0,"LAMA4_ITGA1_ITGB1","LAMA4 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"16","NK","LAMA4","ITGA1_ITGB1",0.00280112784979001,0,"LAMA4_ITGA1_ITGB1","LAMA4 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"16","16","LAMA5","ITGA1_ITGB1",0.00377813247840387,0,"LAMA5_ITGA1_ITGB1","LAMA5 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"16","IL10hi Macrophage","LAMA5","ITGA1_ITGB1",0.00115346153865281,0.01,"LAMA5_ITGA1_ITGB1","LAMA5 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"16","16","LAMB1","ITGA1_ITGB1",0.0403463345020443,0,"LAMB1_ITGA1_ITGB1","LAMB1 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"16","IL10hi Macrophage","LAMB1","ITGA1_ITGB1",0.0126400359422695,0,"LAMB1_ITGA1_ITGB1","LAMB1 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"16","NK","LAMB1","ITGA1_ITGB1",0.00473614037653467,0,"LAMB1_ITGA1_ITGB1","LAMB1 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"16","16","LAMB2","ITGA1_ITGB1",0.0318075321499482,0,"LAMB2_ITGA1_ITGB1","LAMB2 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"16","IL10hi Macrophage","LAMB2","ITGA1_ITGB1",0.00990441064443354,0,"LAMB2_ITGA1_ITGB1","LAMB2 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"16","NK","LAMB2","ITGA1_ITGB1",0.00370470072267278,0,"LAMB2_ITGA1_ITGB1","LAMB2 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"gamma-delta T","16","LAMB3","ITGA1_ITGB1",0.00764574272969861,0,"LAMB3_ITGA1_ITGB1","LAMB3 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"gamma-delta T","IL10hi Macrophage","LAMB3","ITGA1_ITGB1",0.00234055310739334,0,"LAMB3_ITGA1_ITGB1","LAMB3 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"gamma-delta T","NK","LAMB3","ITGA1_ITGB1",0.000871306889809957,0.01,"LAMB3_ITGA1_ITGB1","LAMB3 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"16","16","LAMC1","ITGA1_ITGB1",0.0766817335254855,0,"LAMC1_ITGA1_ITGB1","LAMC1 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"NK","16","LAMC1","ITGA1_ITGB1",0.00423346822297654,0.04,"LAMC1_ITGA1_ITGB1","LAMC1 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"16","IL10hi Macrophage","LAMC1","ITGA1_ITGB1",0.0246648017760371,0,"LAMC1_ITGA1_ITGB1","LAMC1 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"16","NK","LAMC1","ITGA1_ITGB1",0.00931266285221991,0,"LAMC1_ITGA1_ITGB1","LAMC1 - (ITGA1+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"16","16","LAMA2","ITGA3_ITGB1",0.0123967037352229,0,"LAMA2_ITGA3_ITGB1","LAMA2 - (ITGA3+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"16","16","LAMA4","ITGA3_ITGB1",0.0128036350822692,0,"LAMA4_ITGA3_ITGB1","LAMA4 - (ITGA3+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"16","16","LAMA5","ITGA3_ITGB1",0.001978046821034,0,"LAMA5_ITGA3_ITGB1","LAMA5 - (ITGA3+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"16","16","LAMB1","ITGA3_ITGB1",0.0214993842998366,0,"LAMB1_ITGA3_ITGB1","LAMB1 - (ITGA3+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"16","16","LAMB2","ITGA3_ITGB1",0.0168791488662522,0,"LAMB2_ITGA3_ITGB1","LAMB2 - (ITGA3+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"gamma-delta T","16","LAMB3","ITGA3_ITGB1",0.00401035784332471,0,"LAMB3_ITGA3_ITGB1","LAMB3 - (ITGA3+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"16","16","LAMC1","ITGA3_ITGB1",0.0415971845310993,0,"LAMC1_ITGA3_ITGB1","LAMC1 - (ITGA3+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"gamma-delta T","16","LAMC1","ITGA3_ITGB1",0.00184432242628042,0.01,"LAMC1_ITGA3_ITGB1","LAMC1 - (ITGA3+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"NK","16","LAMC1","ITGA3_ITGB1",0.00221692129227508,0.03,"LAMC1_ITGA3_ITGB1","LAMC1 - (ITGA3+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"16","16","THBS1","ITGA3_ITGB1",0.0424239961830454,0,"THBS1_ITGA3_ITGB1","THBS1 - (ITGA3+ITGB1)","THBS","ECM-Receptor","KEGG: hsa04512"
"gamma-delta T","16","THBS1","ITGA3_ITGB1",0.016782086910875,0,"THBS1_ITGA3_ITGB1","THBS1 - (ITGA3+ITGB1)","THBS","ECM-Receptor","KEGG: hsa04512"
"IL10hi Macrophage","16","THBS1","ITGA3_ITGB1",0.00508922449833033,0,"THBS1_ITGA3_ITGB1","THBS1 - (ITGA3+ITGB1)","THBS","ECM-Receptor","KEGG: hsa04512"
"16","16","THBS2","ITGA3_ITGB1",0.0254573188841151,0,"THBS2_ITGA3_ITGB1","THBS2 - (ITGA3+ITGB1)","THBS","ECM-Receptor","KEGG: hsa04512"
"16","16","THBS3","ITGA3_ITGB1",0.00333954182288188,0,"THBS3_ITGA3_ITGB1","THBS3 - (ITGA3+ITGB1)","THBS","ECM-Receptor","KEGG: hsa04512"
"16","16","THBS4","ITGA3_ITGB1",0.0040963368442275,0,"THBS4_ITGA3_ITGB1","THBS4 - (ITGA3+ITGB1)","THBS","ECM-Receptor","KEGG: hsa04512"
"16","16","COL1A1","ITGA3_ITGB1",0.0861803962116155,0,"COL1A1_ITGA3_ITGB1","COL1A1 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"gamma-delta T","16","COL1A1","ITGA3_ITGB1",0.0494703641790344,0,"COL1A1_ITGA3_ITGB1","COL1A1 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"IL10hi Macrophage","16","COL1A1","ITGA3_ITGB1",0.0460128692157458,0,"COL1A1_ITGA3_ITGB1","COL1A1 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"NK","16","COL1A1","ITGA3_ITGB1",0.0135649592978871,0.04,"COL1A1_ITGA3_ITGB1","COL1A1 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Treg","16","COL1A1","ITGA3_ITGB1",0.0126878845321012,0.02,"COL1A1_ITGA3_ITGB1","COL1A1 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","16","COL1A2","ITGA3_ITGB1",0.0786491796128185,0,"COL1A2_ITGA3_ITGB1","COL1A2 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"gamma-delta T","16","COL1A2","ITGA3_ITGB1",0.0283896729671356,0,"COL1A2_ITGA3_ITGB1","COL1A2 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"IL10hi Macrophage","16","COL1A2","ITGA3_ITGB1",0.0305413104331066,0,"COL1A2_ITGA3_ITGB1","COL1A2 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"NK","16","COL1A2","ITGA3_ITGB1",0.00979120767951149,0.04,"COL1A2_ITGA3_ITGB1","COL1A2 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","16","COL4A1","ITGA3_ITGB1",0.0443683160797485,0,"COL4A1_ITGA3_ITGB1","COL4A1 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"gamma-delta T","16","COL4A1","ITGA3_ITGB1",0.00288283453447609,0,"COL4A1_ITGA3_ITGB1","COL4A1 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","16","COL4A2","ITGA3_ITGB1",0.0370373931101061,0,"COL4A2_ITGA3_ITGB1","COL4A2 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"gamma-delta T","16","COL4A2","ITGA3_ITGB1",0.0100991782304693,0,"COL4A2_ITGA3_ITGB1","COL4A2 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"IL10hi Macrophage","16","COL4A2","ITGA3_ITGB1",0.00618110768944215,0,"COL4A2_ITGA3_ITGB1","COL4A2 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","16","COL6A1","ITGA3_ITGB1",0.0593933801878924,0,"COL6A1_ITGA3_ITGB1","COL6A1 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"gamma-delta T","16","COL6A1","ITGA3_ITGB1",0.0107490414867971,0,"COL6A1_ITGA3_ITGB1","COL6A1 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"IL10hi Macrophage","16","COL6A1","ITGA3_ITGB1",0.0105392688646623,0,"COL6A1_ITGA3_ITGB1","COL6A1 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","16","COL6A2","ITGA3_ITGB1",0.0421115755965834,0,"COL6A2_ITGA3_ITGB1","COL6A2 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"gamma-delta T","16","COL6A2","ITGA3_ITGB1",0.0132023766889849,0,"COL6A2_ITGA3_ITGB1","COL6A2 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"IL10hi Macrophage","16","COL6A2","ITGA3_ITGB1",0.00846644214391392,0,"COL6A2_ITGA3_ITGB1","COL6A2 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","16","COL6A3","ITGA3_ITGB1",0.037830522215522,0,"COL6A3_ITGA3_ITGB1","COL6A3 - (ITGA3+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","16","LAMA2","ITGA6_ITGB1",0.0107423930797435,0,"LAMA2_ITGA6_ITGB1","LAMA2 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
