"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"CCL2hi Macrophage","13","TGFB1","TGFbR1_R2",0.00592143317094894,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"CCL2hi Macrophage","14","TGFB1","TGFbR1_R2",0.00456516955539629,0.03,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"APOhi Macrophage","15","TGFB1","TGFbR1_R2",0.00582856421371726,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"CCL2hi Macrophage","15","TGFB1","TGFbR1_R2",0.00991745018450598,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"CD8+ T","15","TGFB1","TGFbR1_R2",0.00518140958994711,0.01,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"DUSP4hi CD4+ T","15","TGFB1","TGFbR1_R2",0.00496346883948066,0.03,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"MAFhi Macrophage","15","TGFB1","TGFbR1_R2",0.00585205831963391,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"NK","15","TGFB1","TGFbR1_R2",0.00523720081711309,0.01,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"TPT1hi CD4+ T","15","TGFB1","TGFbR1_R2",0.00525363352988993,0.02,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"CCL2hi Macrophage","16","TGFB1","TGFbR1_R2",0.00854728937214245,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"MAFhi Macrophage","16","TGFB1","TGFbR1_R2",0.00505681403915898,0.04,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"13","17","TGFB1","TGFbR1_R2",0.00656164110729663,0.01,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"APOhi Macrophage","17","TGFB1","TGFbR1_R2",0.00838092692797023,0.01,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"CCL2hi Macrophage","17","TGFB1","TGFbR1_R2",0.014233361693933,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"CD8+ T","17","TGFB1","TGFbR1_R2",0.00745208403538614,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"DUSP4hi CD4+ T","17","TGFB1","TGFbR1_R2",0.00713965505219886,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"MAFhi Macrophage","17","TGFB1","TGFbR1_R2",0.00841297665742175,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"NK","17","TGFB1","TGFbR1_R2",0.00753212492402928,0.01,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"TPT1hi CD4+ T","17","TGFB1","TGFbR1_R2",0.00755575961560712,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Treg","17","TGFB1","TGFbR1_R2",0.00601523087959604,0.01,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"APOhi Macrophage","18","TGFB1","TGFbR1_R2",0.0064299320879221,0.01,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"CCL2hi Macrophage","18","TGFB1","TGFbR1_R2",0.0109376226418808,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"CD8+ T","18","TGFB1","TGFbR1_R2",0.00571620013861679,0.04,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"MAFhi Macrophage","18","TGFB1","TGFbR1_R2",0.00645565347557134,0.02,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"TPT1hi CD4+ T","18","TGFB1","TGFbR1_R2",0.00579585592009685,0.03,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"APOhi Macrophage","19","TGFB1","TGFbR1_R2",0.00829514705340695,0.03,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"CCL2hi Macrophage","19","TGFB1","TGFbR1_R2",0.0140806181802453,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"CD8+ T","19","TGFB1","TGFbR1_R2",0.00737625812685224,0.03,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"DUSP4hi CD4+ T","19","TGFB1","TGFbR1_R2",0.00706727604204875,0.04,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"MAFhi Macrophage","19","TGFB1","TGFbR1_R2",0.008326414511193,0.01,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"NK","19","TGFB1","TGFbR1_R2",0.00745543212398796,0.02,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"TPT1hi CD4+ T","19","TGFB1","TGFbR1_R2",0.00747882648451991,0.02,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"CCL2hi Macrophage","21","TGFB1","TGFbR1_R2",0.00797103416924357,0.04,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"APOhi Macrophage","CCL2hi Macrophage","TGFB1","TGFbR1_R2",0.00407903212001808,0.03,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"CCL2hi Macrophage","CCL2hi Macrophage","TGFB1","TGFbR1_R2",0.00694947345468952,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"MAFhi Macrophage","CCL2hi Macrophage","TGFB1","TGFbR1_R2",0.004096043423253,0.03,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"CCL2hi Macrophage","CD8+ T","TGFB1","TGFbR1_R2",0.00355826885505375,0.01,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"CCL2hi Macrophage","gamma-delta T","TGFB1","TGFbR1_R2",0.00382787703228582,0.02,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"CCL2hi Macrophage","MAFhi Macrophage","TGFB1","TGFbR1_R2",0.0048192267287286,0.01,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"13","NK","TGFB1","TGFbR1_R2",0.00393956752541256,0.03,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"APOhi Macrophage","NK","TGFB1","TGFbR1_R2",0.00503518867325068,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"CCL2hi Macrophage","NK","TGFB1","TGFbR1_R2",0.00857240442841197,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"CD8+ T","NK","TGFB1","TGFbR1_R2",0.00447581508778285,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"DUSP4hi CD4+ T","NK","TGFB1","TGFbR1_R2",0.00428736828206082,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"MAFhi Macrophage","NK","TGFB1","TGFbR1_R2",0.005055798739876,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"NK","NK","TGFB1","TGFbR1_R2",0.00452404498177519,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"TPT1hi CD4+ T","NK","TGFB1","TGFbR1_R2",0.00453823981201614,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Treg","NK","TGFB1","TGFbR1_R2",0.00361068883200727,0.01,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"16","13","TGFB2","TGFbR1_R2",0.000367112253343284,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"21","13","TGFB2","TGFbR1_R2",3.12869025809559e-05,0.02,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"16","14","TGFB2","TGFbR1_R2",0.000282654110298462,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"21","14","TGFB2","TGFbR1_R2",2.4085129032995e-05,0.01,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"16","15","TGFB2","TGFbR1_R2",0.000617007888527138,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"21","15","TGFB2","TGFbR1_R2",5.26066037808959e-05,0.01,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"16","16","TGFB2","TGFbR1_R2",0.00053502638578117,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"21","16","TGFB2","TGFbR1_R2",4.56511346576072e-05,0.02,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"16","17","TGFB2","TGFbR1_R2",0.000889009403164435,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"21","17","TGFB2","TGFbR1_R2",7.58343262988993e-05,0.02,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"16","18","TGFB2","TGFbR1_R2",0.000680873444487261,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"21","18","TGFB2","TGFbR1_R2",5.80559787435846e-05,0.01,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"16","19","TGFB2","TGFbR1_R2",0.000880386190729407,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"21","19","TGFB2","TGFbR1_R2",7.51083951729211e-05,0.02,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"16","21","TGFB2","TGFbR1_R2",0.000502383993805305,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"21","21","TGFB2","TGFbR1_R2",4.2902325094762e-05,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"16","CCL2hi Macrophage","TGFB2","TGFbR1_R2",0.000431211041897771,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"21","CCL2hi Macrophage","TGFB2","TGFbR1_R2",3.67534641895168e-05,0.02,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"16","CD8+ T","TGFB2","TGFbR1_R2",0.000220147242874201,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"21","CD8+ T","TGFB2","TGFbR1_R2",1.87571751981135e-05,0.02,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"16","gamma-delta T","TGFB2","TGFbR1_R2",0.00023682188673569,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"21","gamma-delta T","TGFB2","TGFbR1_R2",2.01778423818563e-05,0.02,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"16","MAFhi Macrophage","TGFB2","TGFbR1_R2",0.000298549774653461,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"21","MAFhi Macrophage","TGFB2","TGFbR1_R2",2.54413306203313e-05,0.01,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"16","NK","TGFB2","TGFbR1_R2",0.000532694651598478,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"21","NK","TGFB2","TGFbR1_R2",4.54113877846223e-05,0.02,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"16","S100A8/A9+ Monocyte","TGFB2","TGFbR1_R2",0.000168925648501242,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"21","S100A8/A9+ Monocyte","TGFB2","TGFbR1_R2",1.43916947866068e-05,0.01,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"16","13","TGFB3","TGFbR1_R2",0.000294362550194099,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"19","13","TGFB3","TGFbR1_R2",0.000466724268878282,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"21","13","TGFB3","TGFbR1_R2",0.000363485519121416,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"16","14","TGFB3","TGFbR1_R2",0.000226632908002913,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"19","14","TGFB3","TGFbR1_R2",0.000359330090194664,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"21","14","TGFB3","TGFbR1_R2",0.000279890312002645,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"16","15","TGFB3","TGFbR1_R2",0.000494785406394368,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"19","15","TGFB3","TGFbR1_R2",0.000784537760358045,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"21","15","TGFB3","TGFbR1_R2",0.000610746996060434,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"16","16","TGFB3","TGFbR1_R2",0.000429117323027307,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"19","16","TGFB3","TGFbR1_R2",0.000680466374002325,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"21","16","TGFB3","TGFbR1_R2",0.000529345479949386,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"16","17","TGFB3","TGFbR1_R2",0.000712985166276433,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"19","17","TGFB3","TGFbR1_R2",0.00113057422760858,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"21","17","TGFB3","TGFbR1_R2",0.000879719531918163,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"16","18","TGFB3","TGFbR1_R2",0.000546008807409481,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"19","18","TGFB3","TGFbR1_R2",0.000865764573664562,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"21","18","TGFB3","TGFbR1_R2",0.000673934061161878,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"16","19","TGFB3","TGFbR1_R2",0.000706090074160042,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"19","19","TGFB3","TGFbR1_R2",0.00111965554820667,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"21","19","TGFB3","TGFbR1_R2",0.000871115711711271,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"16","21","TGFB3","TGFbR1_R2",0.000403014645374939,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"19","21","TGFB3","TGFbR1_R2",0.000639130284892725,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"21","21","TGFB3","TGFbR1_R2",0.000496783367079734,0.01,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"16","CCL2hi Macrophage","TGFB3","TGFbR1_R2",0.000345767184355534,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"19","CCL2hi Macrophage","TGFB3","TGFbR1_R2",0.00054823430397285,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"21","CCL2hi Macrophage","TGFB3","TGFbR1_R2",0.000426923245482035,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"16","CD8+ T","TGFB3","TGFbR1_R2",0.000176511045233027,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"19","CD8+ T","TGFB3","TGFbR1_R2",0.000279858456115508,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"21","CD8+ T","TGFB3","TGFbR1_R2",0.000218007189700775,0.01,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"16","gamma-delta T","TGFB3","TGFbR1_R2",0.00018988041683131,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"19","gamma-delta T","TGFB3","TGFbR1_R2",0.000301055516945021,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"21","gamma-delta T","TGFB3","TGFbR1_R2",0.000234520182298405,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"16","MAFhi Macrophage","TGFB3","TGFbR1_R2",0.000239381804892848,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"19","MAFhi Macrophage","TGFB3","TGFbR1_R2",0.000379546316413603,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"21","MAFhi Macrophage","TGFB3","TGFbR1_R2",0.000295617876443645,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"16","NK","TGFB3","TGFbR1_R2",0.000427159505890166,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"19","NK","TGFB3","TGFbR1_R2",0.000677299173270716,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"21","NK","TGFB3","TGFbR1_R2",0.000527337779469242,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"16","S100A8/A9+ Monocyte","TGFB3","TGFbR1_R2",0.000135439573384668,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"19","S100A8/A9+ Monocyte","TGFB3","TGFbR1_R2",0.000214737664979938,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"21","S100A8/A9+ Monocyte","TGFB3","TGFbR1_R2",0.000167292751730474,0.01,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"CCL2hi Macrophage","21","TGFB1","ACVR1B_TGFbR2",0.00539781888461787,0.02,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"APOhi Macrophage","22","TGFB1","ACVR1B_TGFbR2",0.00587807244108159,0.01,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"CCL2hi Macrophage","22","TGFB1","ACVR1B_TGFbR2",0.0100030259396263,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"CD8+ T","22","TGFB1","ACVR1B_TGFbR2",0.00522533666815216,0.03,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"DUSP4hi CD4+ T","22","TGFB1","ACVR1B_TGFbR2",0.00500549785612914,0.04,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"MAFhi Macrophage","22","TGFB1","ACVR1B_TGFbR2",0.00590185170402105,0.03,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"NK","22","TGFB1","ACVR1B_TGFbR2",0.00528161075760177,0.03,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"TPT1hi CD4+ T","22","TGFB1","ACVR1B_TGFbR2",0.00529818275485572,0.02,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"16","21","TGFB2","ACVR1B_TGFbR2",0.000337820488968614,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"21","21","TGFB2","ACVR1B_TGFbR2",2.88238901901569e-05,0.01,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
